acronym,volume,edition_date,shelf_number,country,dates,pages,id,source_name,source_author,source_URL,notes,reference,type,notes
ACE-3,6,,BNF: LC5-138 (AV),Colonies anglaises d'Afrique,,,Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 6 [BNF : LC5-138 (AV)],Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,7,,BNF: LC5-138 (AV),Colonies anglaises d'Afrique,,,Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 7 [BNF : LC5-138 (AV)],Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,2,,BNF: LC5-138 (BV),Gibraltar,,,"Documents sur le commerce extérieur. Gibraltar. Faits commerciaux, n° 2. BNF : LC5-138 (BV)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,1,,BNF: LC5-138 (CF),Iles ioniennes,,,"Documents sur le commerce extérieur. Iles ioniennes. Faits commerciaux, n° 1. BNF : LC5-138 (CF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,2,,BNF: LC5-138 (CF),Iles ioniennes,,,"Documents sur le commerce extérieur. Iles ioniennes. Faits commerciaux, n° 2. BNF : LC5-138 (CF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,1,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Documents sur le commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 1.  BNF : LC5-138 (CM).,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,2,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Documents sur le commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 2.  BNF : LC5-138 (CM),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,3,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Documents sur le commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 3.  BNF : LC5-138 (CM).,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,2,,BNF: LC5-138 (C0),Indes orientales néerlandaises,,,"Documents sur le commerce extérieur. Indes orientales néerlandaises. Faits commerciaux, n° 2. BNF : LC5-138 (C0)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,3,,BNF: LC5-138 (C0),Indes orientales néerlandaises,,,"Documents sur le commerce extérieur. Indes orientales néerlandaises. Faits commerciaux, n° 3. BNF : LC5-138 (C0)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,4,,BNF: LC5-138 (C0),Indes orientales néerlandaises,,,"Documents sur le commerce extérieur. Indes orientales néerlandaises. Faits commerciaux, n° 4. BNF : LC5-138 (C0)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,1,,BNF: LC5-138 (CU),Malte,,,"Documents sur le commerce extérieur. Malte. Faits commerciaux, n° 1.  BNF : LC5-138 (CU)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,2,,BNF: LC5-138 (DB),Océanie et Australie,,,Documents sur le commerce extérieur. Océanie et Australie. Faits commerciaux n° 2. BNF : LC5-138 (DB),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,1,,BNF: LC5-138 (DB),Océanie,,,Documents sur le commerce extérieur. Océanie. Faits commerciaux n° 1.  BNF : LC5-138 (DB).,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,1,mai 1845,BNF: LC5-138 (DG),Pérou,,,Documents sur le commerce extérieur. Pérou. Faits commerciaux n°1. 3ème série des Avis divers (mai 1845°. BNF : LC5-138 (DG),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,1,,BNF: LC5-138 (EF),Villes anséatiques,,,Documents sur le commerce extérieur. Villes anséatiques. Faits commerciaux. N° 1 [BNF : LC5-138 (EF)],Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,2,,BNF: LC5-138 (EF),Villes anséatiques,,,Documents sur le commerce extérieur. Villes anséatiques. Faits commerciaux. N° 2 [BNF : LC5-138 (EF)],Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,4,,BNF: LC5-138 (EF),Villes anséatiques,,,Documents sur le commerce extérieur. Villes anséatiques. Faits commerciaux. N° 4 [BNF : LC5-138 (EF)],Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,11,,BNF: LC5-138 (AH),Association allemande,,,Documents sur le commerce extérieur.Association allemande. Faits commerciaux. N° 11 [BNF : LC5-138 (AH)],Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
EC-CHL,,,,,1844-1913,,Estadística comercial de la Republica de Chile (1844-1913),Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1844,,Estadística comercial de la Republica de Chile. 1844,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1845,,Estadística comercial de la Republica de Chile. 1845,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1846,,Estadística comercial de la Republica de Chile. 1846,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1847,,Estadística comercial de la Republica de Chile. 1847,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1848,,Estadística comercial de la Republica de Chile. 1848,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1849,,Estadística comercial de la Republica de Chile. 1849,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1850,,Estadística comercial de la Republica de Chile. 1850,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1851,,Estadística comercial de la Republica de Chile. 1851,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1852,,Estadística comercial de la Republica de Chile. 1852,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1854,,Estadística comercial de la Republica de Chile. 1854,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1857,,Estadística comercial de la Republica de Chile. 1857,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1859,,Estadística comercial de la Republica de Chile. 1859,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1860,,Estadística comercial de la Republica de Chile. 1860,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1866,,Estadística comercial de la Republica de Chile. 1866,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1867,,Estadística comercial de la Republica de Chile. 1867,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1868,,Estadística comercial de la Republica de Chile. 1868,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1870,,Estadística comercial de la Republica de Chile. 1870,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1872,,Estadística comercial de la Republica de Chile. 1872,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1874,,Estadística comercial de la Republica de Chile. 1874,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1876,,Estadística comercial de la Republica de Chile. 1876,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1878,,Estadística comercial de la Republica de Chile. 1878,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1880,,Estadística comercial de la Republica de Chile. 1880,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1881,,Estadística comercial de la Republica de Chile. 1881,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1883,,Estadística comercial de la Republica de Chile. 1883,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1885,,Estadística comercial de la Republica de Chile. 1885,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1887,,Estadística comercial de la Republica de Chile. 1887,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1889,,Estadística comercial de la Republica de Chile. 1889,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1891,,Estadística comercial de la Republica de Chile. 1891,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1892,,Estadística comercial de la Republica de Chile. 1892,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1894,,Estadística comercial de la Republica de Chile. 1894,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1896,,Estadística comercial de la Republica de Chile. 1896,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-CHL,,,,,1898,,Estadística comercial de la Republica de Chile. 1898,Estadística comercial de la República de Chile,,,,Estadistica comercial Chile,primary,
EC-SP,,,,,1849,,Estadística general del comercio exterior de España. 1849,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1850,,Estadística general del comercio exterior de España. 1850,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1851,,Estadística general del comercio exterior de España. 1851,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1852,,Estadística general del comercio exterior de España. 1852,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1853,,Estadística general del comercio exterior de España. 1853,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1854,,Estadística general del comercio exterior de España. 1854,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1855,,Estadística general del comercio exterior de España. 1855,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1856,,Estadística general del comercio exterior de España. 1856,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1857,,Estadística general del comercio exterior de España. 1857,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1858,,Estadística general del comercio exterior de España. 1858,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1859,,Estadística general del comercio exterior de España. 1859,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1860,,Estadística general del comercio exterior de España. 1860,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1861,,Estadística general del comercio exterior de España. 1861,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1862,,Estadística general del comercio exterior de España. 1862,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1863,,Estadística general del comercio exterior de España. 1863,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1864,,Estadística general del comercio exterior de España. 1864,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1865,,Estadística general del comercio exterior de España. 1865,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1866,,Estadística general del comercio exterior de España. 1866,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1867,,Estadística general del comercio exterior de España. 1867,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1868,,Estadística general del comercio exterior de España. 1868,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1871,,Estadística general del comercio exterior de España. 1871,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1872,,Estadística general del comercio exterior de España. 1872,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1873,,Estadística general del comercio exterior de España. 1873,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1874,,Estadística general del comercio exterior de España. 1874,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1875,,Estadística general del comercio exterior de España. 1875,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1876,,Estadística general del comercio exterior de España. 1876,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1877,,Estadística general del comercio exterior de España. 1877,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1878,,Estadística general del comercio exterior de España. 1878,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1879,,Estadística general del comercio exterior de España. 1879,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1880,,Estadística general del comercio exterior de España. 1880,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1882,,Estadística general del comercio exterior de España. 1882,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
EC-SP,,,,,1883,,Estadística general del comercio exterior de España. 1883,Estadística general del comercio exterior de España,Dirección general de aduanas,,,Estadistica comercial Espana,primary,
